execution_number,workflow_id,workflow_folder_path,job_name,preference,assigned_resource,estimated_start,estimated_finish,upward_rank
665,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001549,performance,slot4@delta,787.67,833.90,463.89
666,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001697,performance,slot5@delta,787.67,833.90,463.89
667,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0002057,performance,slot6@delta,787.67,833.90,463.89
668,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000123,performance,slot7@delta,787.67,833.90,463.89
669,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000162,performance,slot8@delta,787.67,833.90,463.89
670,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001611,performance,slot1@echo,787.67,833.90,463.89
671,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000830,performance,slot2@echo,787.67,833.90,463.89
672,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001753,performance,slot3@echo,787.67,833.90,463.89
673,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001933,performance,slot4@echo,787.67,833.90,463.89
674,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001011,performance,slot5@echo,787.67,833.90,463.89
675,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001705,performance,slot6@echo,787.67,833.90,463.89
676,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000294,performance,slot7@echo,787.67,833.90,463.89
677,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001853,performance,slot8@echo,787.67,833.90,463.89
678,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000351,performance,slot1@foxtrot,787.67,833.90,463.89
679,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001686,performance,slot2@foxtrot,787.67,833.90,463.89
680,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000954,performance,slot3@foxtrot,787.67,833.90,463.89
681,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001780,performance,slot4@foxtrot,787.67,833.90,463.89
682,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000050,performance,slot5@foxtrot,787.67,833.90,463.89
683,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000467,performance,slot6@foxtrot,787.67,833.90,463.89
684,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001482,performance,slot7@foxtrot,787.67,833.90,463.89
685,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000071,performance,slot8@foxtrot,787.67,833.90,463.89
686,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001246,performance,slot1@golf,787.67,833.90,463.89
687,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001799,performance,slot2@golf,787.67,833.90,463.89
688,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000070,performance,slot3@golf,787.67,833.90,463.89
689,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000862,performance,slot4@golf,787.67,833.90,463.89
690,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000962,performance,slot5@golf,787.67,833.90,463.89
691,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001072,performance,slot6@golf,787.67,833.90,463.89
692,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000046,performance,slot7@golf,787.67,833.90,463.89
693,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001957,performance,slot8@golf,787.67,833.90,463.89
694,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000039,performance,slot1@hotel,787.67,833.90,463.89
695,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000416,performance,slot2@hotel,787.67,833.90,463.89
696,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000160,performance,slot3@hotel,787.67,833.90,463.89
697,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000499,performance,slot4@hotel,787.67,833.90,463.89
698,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001574,performance,slot5@hotel,787.67,833.90,463.89
699,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0002045,performance,slot6@hotel,787.67,833.90,463.89
700,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000873,performance,slot7@hotel,787.67,833.90,463.89
701,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001162,performance,slot8@hotel,787.67,833.90,463.89
702,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001840,performance,slot1@kilo,787.67,833.90,463.89
703,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000796,performance,slot2@kilo,787.67,833.90,463.89
704,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001304,performance,slot3@kilo,787.67,833.90,463.89
705,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001189,performance,slot4@kilo,787.67,833.90,463.89
706,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000997,performance,slot5@kilo,787.67,833.90,463.89
707,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000491,performance,slot6@kilo,787.67,833.90,463.89
708,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001841,performance,slot7@kilo,787.67,833.90,463.89
709,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001194,performance,slot8@kilo,787.67,833.90,463.89
710,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001967,performance,slot1@lima,787.67,833.90,463.89
711,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000554,performance,slot2@lima,787.67,833.90,463.89
712,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000490,performance,slot3@lima,787.67,833.90,463.89
713,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001469,performance,slot4@lima,787.67,833.90,463.89
714,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000422,performance,slot5@lima,787.67,833.90,463.89
715,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000916,performance,slot6@lima,787.67,833.90,463.89
716,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001265,performance,slot7@lima,787.67,833.90,463.89
717,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000789,performance,slot8@lima,787.67,833.90,463.89
718,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001590,performance,slot1@mike,787.67,833.90,463.89
719,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001891,performance,slot2@mike,787.67,833.90,463.89
720,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0002047,performance,slot3@mike,787.67,833.90,463.89
721,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000803,performance,slot4@mike,787.67,833.90,463.89
722,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001512,performance,slot5@mike,787.67,833.90,463.89
723,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001031,performance,slot6@mike,787.67,833.90,463.89
724,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000427,performance,slot7@mike,787.67,833.90,463.89
725,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000887,performance,slot8@mike,787.67,833.90,463.89
726,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000894,performance,slot1@november,787.67,833.90,463.89
727,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001559,performance,slot2@november,787.67,833.90,463.89
728,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001220,performance,slot3@november,787.67,833.90,463.89
729,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000771,performance,slot4@november,787.67,833.90,463.89
730,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000971,performance,slot5@november,787.67,833.90,463.89
731,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001178,performance,slot6@november,787.67,833.90,463.89
732,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000352,performance,slot7@november,787.67,833.90,463.89
733,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001173,performance,slot8@november,787.67,833.90,463.89
734,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001802,performance,slot1@oscar,787.67,833.90,463.89
735,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001015,performance,slot2@oscar,787.67,833.90,463.89
736,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001623,performance,slot3@oscar,787.67,833.90,463.89
737,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000500,performance,slot4@oscar,787.67,833.90,463.89
738,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001474,performance,slot5@oscar,787.67,833.90,463.89
739,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001155,performance,slot6@oscar,787.67,833.90,463.89
740,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001709,performance,slot7@oscar,787.67,833.90,463.89
741,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000820,performance,slot8@oscar,787.67,833.90,463.89
742,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000109,performance,slot1@papa,787.67,833.90,463.89
743,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000950,performance,slot2@papa,787.67,833.90,463.89
744,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001816,performance,slot3@papa,787.67,833.90,463.89
745,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001054,performance,slot4@papa,787.67,833.90,463.89
746,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001174,performance,slot5@papa,787.67,833.90,463.89
747,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000413,performance,slot6@papa,787.67,833.90,463.89
748,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001205,performance,slot7@papa,787.67,833.90,463.89
749,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001498,performance,slot8@papa,787.67,833.90,463.89
750,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001551,performance,slot1@quebec,787.67,833.90,463.89
751,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001997,performance,slot2@quebec,787.67,833.90,463.89
752,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000931,performance,slot3@quebec,787.67,833.90,463.89
753,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000780,performance,slot4@quebec,787.67,833.90,463.89
754,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001923,performance,slot5@quebec,787.67,833.90,463.89
755,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001604,performance,slot6@quebec,787.67,833.90,463.89
756,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000205,performance,slot7@quebec,787.67,833.90,463.89
757,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001824,performance,slot8@quebec,787.67,833.90,463.89
758,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001357,performance,slot1@romeo,787.67,833.90,463.89
759,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001626,performance,slot2@romeo,787.67,833.90,463.89
760,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000304,performance,slot3@romeo,787.67,833.90,463.89
761,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000291,performance,slot4@romeo,787.67,833.90,463.89
762,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000609,performance,slot5@romeo,787.67,833.90,463.89
763,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001153,performance,slot6@romeo,787.67,833.90,463.89
764,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001597,performance,slot7@romeo,787.67,833.90,463.89
765,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001669,performance,slot8@romeo,787.67,833.90,463.89
766,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001608,performance,slot1@alpha,833.90,880.13,463.89
767,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001221,performance,slot2@alpha,833.90,880.13,463.89
768,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000444,performance,slot3@alpha,833.90,880.13,463.89
769,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000752,performance,slot4@alpha,833.90,880.13,463.89
770,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001722,performance,slot5@alpha,833.90,880.13,463.89
771,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000445,performance,slot6@alpha,833.90,880.13,463.89
772,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001645,performance,slot7@alpha,833.90,880.13,463.89
773,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001184,performance,slot8@alpha,833.90,880.13,463.89
774,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000080,performance,slot1@bravo,833.90,880.13,463.89
775,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000239,performance,slot2@bravo,833.90,880.13,463.89
