execution_number,workflow_id,workflow_folder_path,job_name,preference,assigned_resource,estimated_start,estimated_finish,upward_rank
531,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001500,performance,slot6@charlie,741.44,787.67,463.89
532,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000907,performance,slot7@charlie,741.44,787.67,463.89
533,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000199,performance,slot8@charlie,741.44,787.67,463.89
534,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000324,performance,slot1@delta,741.44,787.67,463.89
535,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000989,performance,slot2@delta,741.44,787.67,463.89
536,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000383,performance,slot3@delta,741.44,787.67,463.89
537,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001093,performance,slot4@delta,741.44,787.67,463.89
538,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0002028,performance,slot5@delta,741.44,787.67,463.89
539,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001131,performance,slot6@delta,741.44,787.67,463.89
540,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000407,performance,slot7@delta,741.44,787.67,463.89
541,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001166,performance,slot8@delta,741.44,787.67,463.89
542,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000245,performance,slot1@echo,741.44,787.67,463.89
543,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001453,performance,slot2@echo,741.44,787.67,463.89
544,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000287,performance,slot3@echo,741.44,787.67,463.89
545,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000956,performance,slot4@echo,741.44,787.67,463.89
546,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000790,performance,slot5@echo,741.44,787.67,463.89
547,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000127,performance,slot6@echo,741.44,787.67,463.89
548,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001954,performance,slot7@echo,741.44,787.67,463.89
549,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000143,performance,slot8@echo,741.44,787.67,463.89
550,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000999,performance,slot1@foxtrot,741.44,787.67,463.89
551,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001297,performance,slot2@foxtrot,741.44,787.67,463.89
552,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000248,performance,slot3@foxtrot,741.44,787.67,463.89
553,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000617,performance,slot4@foxtrot,741.44,787.67,463.89
554,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000959,performance,slot5@foxtrot,741.44,787.67,463.89
555,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001363,performance,slot6@foxtrot,741.44,787.67,463.89
556,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001784,performance,slot7@foxtrot,741.44,787.67,463.89
557,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000744,performance,slot8@foxtrot,741.44,787.67,463.89
558,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000189,performance,slot1@golf,741.44,787.67,463.89
559,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000358,performance,slot2@golf,741.44,787.67,463.89
560,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001043,performance,slot3@golf,741.44,787.67,463.89
561,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001729,performance,slot4@golf,741.44,787.67,463.89
562,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000573,performance,slot5@golf,741.44,787.67,463.89
563,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001818,performance,slot6@golf,741.44,787.67,463.89
564,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001013,performance,slot7@golf,741.44,787.67,463.89
565,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001581,performance,slot8@golf,741.44,787.67,463.89
566,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000260,performance,slot1@hotel,741.44,787.67,463.89
567,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001142,performance,slot2@hotel,741.44,787.67,463.89
568,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000472,performance,slot3@hotel,741.44,787.67,463.89
569,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001679,performance,slot4@hotel,741.44,787.67,463.89
570,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000233,performance,slot5@hotel,741.44,787.67,463.89
571,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001064,performance,slot6@hotel,741.44,787.67,463.89
572,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000811,performance,slot7@hotel,741.44,787.67,463.89
573,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000977,performance,slot8@hotel,741.44,787.67,463.89
574,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001793,performance,slot1@kilo,741.44,787.67,463.89
575,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001625,performance,slot2@kilo,741.44,787.67,463.89
576,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000970,performance,slot3@kilo,741.44,787.67,463.89
577,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001890,performance,slot4@kilo,741.44,787.67,463.89
578,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000231,performance,slot5@kilo,741.44,787.67,463.89
579,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001919,performance,slot6@kilo,741.44,787.67,463.89
580,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001704,performance,slot7@kilo,741.44,787.67,463.89
581,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001463,performance,slot8@kilo,741.44,787.67,463.89
582,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0002009,performance,slot1@lima,741.44,787.67,463.89
583,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000469,performance,slot2@lima,741.44,787.67,463.89
584,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000965,performance,slot3@lima,741.44,787.67,463.89
585,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001237,performance,slot4@lima,741.44,787.67,463.89
586,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000062,performance,slot5@lima,741.44,787.67,463.89
587,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000057,performance,slot6@lima,741.44,787.67,463.89
588,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001643,performance,slot7@lima,741.44,787.67,463.89
589,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000326,performance,slot8@lima,741.44,787.67,463.89
590,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0002050,performance,slot1@mike,741.44,787.67,463.89
591,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001875,performance,slot2@mike,741.44,787.67,463.89
592,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001771,performance,slot3@mike,741.44,787.67,463.89
593,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000118,performance,slot4@mike,741.44,787.67,463.89
594,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001516,performance,slot5@mike,741.44,787.67,463.89
595,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001680,performance,slot6@mike,741.44,787.67,463.89
596,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000184,performance,slot7@mike,741.44,787.67,463.89
597,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000371,performance,slot8@mike,741.44,787.67,463.89
598,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000428,performance,slot1@november,741.44,787.67,463.89
599,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001006,performance,slot2@november,741.44,787.67,463.89
600,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000988,performance,slot3@november,741.44,787.67,463.89
601,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0002036,performance,slot4@november,741.44,787.67,463.89
602,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0002002,performance,slot5@november,741.44,787.67,463.89
603,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001911,performance,slot6@november,741.44,787.67,463.89
604,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000433,performance,slot7@november,741.44,787.67,463.89
605,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000855,performance,slot8@november,741.44,787.67,463.89
606,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000133,performance,slot1@oscar,741.44,787.67,463.89
607,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000922,performance,slot2@oscar,741.44,787.67,463.89
608,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000302,performance,slot3@oscar,741.44,787.67,463.89
609,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000086,performance,slot4@oscar,741.44,787.67,463.89
610,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001755,performance,slot5@oscar,741.44,787.67,463.89
611,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001248,performance,slot6@oscar,741.44,787.67,463.89
612,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001699,performance,slot7@oscar,741.44,787.67,463.89
613,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001481,performance,slot8@oscar,741.44,787.67,463.89
614,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000880,performance,slot1@papa,741.44,787.67,463.89
615,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001601,performance,slot2@papa,741.44,787.67,463.89
616,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000280,performance,slot3@papa,741.44,787.67,463.89
617,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001049,performance,slot4@papa,741.44,787.67,463.89
618,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001187,performance,slot5@papa,741.44,787.67,463.89
619,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000252,performance,slot6@papa,741.44,787.67,463.89
620,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000947,performance,slot7@papa,741.44,787.67,463.89
621,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000801,performance,slot8@papa,741.44,787.67,463.89
622,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001007,performance,slot1@quebec,741.44,787.67,463.89
623,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000277,performance,slot2@quebec,741.44,787.67,463.89
624,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001045,performance,slot3@quebec,741.44,787.67,463.89
625,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001224,performance,slot4@quebec,741.44,787.67,463.89
626,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000903,performance,slot5@quebec,741.44,787.67,463.89
627,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000759,performance,slot6@quebec,741.44,787.67,463.89
628,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001807,performance,slot7@quebec,741.44,787.67,463.89
629,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000910,performance,slot8@quebec,741.44,787.67,463.89
630,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000913,performance,slot1@romeo,741.44,787.67,463.89
631,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000321,performance,slot2@romeo,741.44,787.67,463.89
632,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001179,performance,slot3@romeo,741.44,787.67,463.89
633,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000895,performance,slot4@romeo,741.44,787.67,463.89
634,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001592,performance,slot5@romeo,741.44,787.67,463.89
635,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000241,performance,slot6@romeo,741.44,787.67,463.89
636,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001952,performance,slot7@romeo,741.44,787.67,463.89
637,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001506,performance,slot8@romeo,741.44,787.67,463.89
638,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000267,performance,slot1@alpha,787.67,833.90,463.89
639,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001461,performance,slot2@alpha,787.67,833.90,463.89
640,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001095,performance,slot3@alpha,787.67,833.90,463.89
641,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000603,performance,slot4@alpha,787.67,833.90,463.89
642,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001262,performance,slot5@alpha,787.67,833.90,463.89
643,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001313,performance,slot6@alpha,787.67,833.90,463.89
644,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000660,performance,slot7@alpha,787.67,833.90,463.89
645,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001096,performance,slot8@alpha,787.67,833.90,463.89
646,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000097,performance,slot1@bravo,787.67,833.90,463.89
647,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001791,performance,slot2@bravo,787.67,833.90,463.89
648,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001716,performance,slot3@bravo,787.67,833.90,463.89
649,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000088,performance,slot4@bravo,787.67,833.90,463.89
650,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001143,performance,slot5@bravo,787.67,833.90,463.89
651,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000540,performance,slot6@bravo,787.67,833.90,463.89
652,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000972,performance,slot7@bravo,787.67,833.90,463.89
653,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001548,performance,slot8@bravo,787.67,833.90,463.89
654,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001872,performance,slot1@charlie,787.67,833.90,463.89
655,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000398,performance,slot2@charlie,787.67,833.90,463.89
656,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0002049,performance,slot3@charlie,787.67,833.90,463.89
657,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000439,performance,slot4@charlie,787.67,833.90,463.89
658,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001167,performance,slot5@charlie,787.67,833.90,463.89
659,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000882,performance,slot6@charlie,787.67,833.90,463.89
660,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001723,performance,slot7@charlie,787.67,833.90,463.89
661,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001539,performance,slot8@charlie,787.67,833.90,463.89
662,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001176,performance,slot1@delta,787.67,833.90,463.89
663,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000468,performance,slot2@delta,787.67,833.90,463.89
664,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001530,performance,slot3@delta,787.67,833.90,463.89
