execution_number,dag_id,dag_path,job_name,job_type,job_path,preference,assigned_resource,estimated_start,estimated_finish,upward_rank
2260,dag_3,run3/montage-0.dag,mViewer_ID0000038,mViewer,run3/mViewer_ID0000038.sub,balanced,slot1@alpha,2007.95,2024.61,16.66
2261,dag_3,run3/montage-0.dag,mViewer_ID0000058,mViewer,run3/mViewer_ID0000058.sub,balanced,slot4@alpha,2014.95,2031.61,16.66
2262,dag_3,run3/montage-0.dag,stage_out_local_local_6_0,stage,run3/stage_out_local_local_6_0.sub,balanced,slot5@alpha,2014.95,2014.95,0.00
2263,dag_3,run3/montage-0.dag,stage_out_local_local_7_0,stage,run3/stage_out_local_local_7_0.sub,balanced,slot4@alpha,2031.61,2031.61,0.00
2264,dag_5,run5/montage-0.dag,create_dir_montage_0_local,create,run5/create_dir_montage_0_local.sub,energy,slot1@romeo,1249.97,1249.97,1127.64
2265,dag_5,run5/montage-0.dag,stage_in_local_local_0_7,stage,run5/stage_in_local_local_0_7.sub,energy,slot1@romeo,1249.97,1249.97,1127.64
2266,dag_5,run5/montage-0.dag,stage_in_local_local_0_8,stage,run5/stage_in_local_local_0_8.sub,energy,slot1@romeo,1249.97,1249.97,1127.64
2267,dag_5,run5/montage-0.dag,stage_in_local_local_0_4,stage,run5/stage_in_local_local_0_4.sub,energy,slot1@romeo,1249.97,1249.97,1127.64
2268,dag_5,run5/montage-0.dag,stage_in_local_local_0_10,stage,run5/stage_in_local_local_0_10.sub,energy,slot1@romeo,1249.97,1249.97,1127.64
2269,dag_5,run5/montage-0.dag,stage_in_remote_local_0_1,stage,run5/stage_in_remote_local_0_1.sub,energy,slot1@romeo,1249.97,1249.97,1127.64
2270,dag_5,run5/montage-0.dag,stage_in_local_local_0_5,stage,run5/stage_in_local_local_0_5.sub,energy,slot1@romeo,1249.97,1249.97,1127.64
2271,dag_5,run5/montage-0.dag,stage_in_remote_local_0_0,stage,run5/stage_in_remote_local_0_0.sub,energy,slot1@romeo,1249.97,1249.97,1127.64
2272,dag_5,run5/montage-0.dag,stage_in_local_local_0_3,stage,run5/stage_in_local_local_0_3.sub,energy,slot1@romeo,1249.97,1249.97,1127.64
2273,dag_5,run5/montage-0.dag,stage_in_local_local_0_9,stage,run5/stage_in_local_local_0_9.sub,energy,slot1@romeo,1249.97,1249.97,1127.64
2274,dag_5,run5/montage-0.dag,stage_in_local_local_0_6,stage,run5/stage_in_local_local_0_6.sub,energy,slot1@romeo,1249.97,1249.97,1127.64
2275,dag_5,run5/montage-0.dag,stage_in_local_local_0_2,stage,run5/stage_in_local_local_0_2.sub,energy,slot1@romeo,1249.97,1249.97,1127.64
2276,dag_5,run5/montage-0.dag,stage_in_local_local_0_1,stage,run5/stage_in_local_local_0_1.sub,energy,slot1@romeo,1249.97,1249.97,1127.64
2277,dag_5,run5/montage-0.dag,stage_in_local_local_0_0,stage,run5/stage_in_local_local_0_0.sub,energy,slot1@romeo,1249.97,1249.97,1127.64
2278,dag_5,run5/montage-0.dag,mProject_ID0001449,mProject,run5/mProject_ID0001449.sub,energy,slot1@romeo,1249.97,1849.72,1109.64
2279,dag_5,run5/montage-0.dag,mProject_ID0000743,mProject,run5/mProject_ID0000743.sub,energy,slot2@romeo,1249.97,1849.72,1109.64
2280,dag_5,run5/montage-0.dag,mProject_ID0000017,mProject,run5/mProject_ID0000017.sub,energy,slot3@romeo,1249.97,1849.72,1109.64
2281,dag_5,run5/montage-0.dag,mProject_ID0000009,mProject,run5/mProject_ID0000009.sub,energy,slot4@romeo,1249.97,1849.72,1109.64
2282,dag_5,run5/montage-0.dag,mProject_ID0000031,mProject,run5/mProject_ID0000031.sub,energy,slot5@romeo,1249.97,1849.72,1109.64
2283,dag_5,run5/montage-0.dag,mProject_ID0000730,mProject,run5/mProject_ID0000730.sub,energy,slot6@romeo,1249.97,1849.72,1109.64
2284,dag_5,run5/montage-0.dag,mProject_ID0000011,mProject,run5/mProject_ID0000011.sub,energy,slot7@romeo,1249.97,1849.72,1109.64
2285,dag_5,run5/montage-0.dag,mProject_ID0000731,mProject,run5/mProject_ID0000731.sub,energy,slot8@romeo,1249.97,1849.72,1109.64
2286,dag_5,run5/montage-0.dag,mProject_ID0000022,mProject,run5/mProject_ID0000022.sub,energy,slot3@charlie,1360.70,1960.45,1109.64
2287,dag_5,run5/montage-0.dag,mProject_ID0000717,mProject,run5/mProject_ID0000717.sub,energy,slot4@charlie,1360.70,1960.45,1109.64
2288,dag_5,run5/montage-0.dag,mProject_ID0000709,mProject,run5/mProject_ID0000709.sub,energy,slot5@charlie,1360.70,1960.45,1109.64
2289,dag_5,run5/montage-0.dag,mProject_ID0000016,mProject,run5/mProject_ID0000016.sub,energy,slot6@charlie,1360.70,1960.45,1109.64
2290,dag_5,run5/montage-0.dag,mProject_ID0001441,mProject,run5/mProject_ID0001441.sub,energy,slot7@charlie,1360.70,1960.45,1109.64
2291,dag_5,run5/montage-0.dag,mProject_ID0000716,mProject,run5/mProject_ID0000716.sub,energy,slot8@charlie,1360.70,1960.45,1109.64
2292,dag_5,run5/montage-0.dag,mProject_ID0000027,mProject,run5/mProject_ID0000027.sub,energy,slot1@delta,1360.70,1960.45,1109.64
2293,dag_5,run5/montage-0.dag,mProject_ID0001426,mProject,run5/mProject_ID0001426.sub,energy,slot2@delta,1360.70,1960.45,1109.64
2294,dag_5,run5/montage-0.dag,mProject_ID0000032,mProject,run5/mProject_ID0000032.sub,energy,slot3@delta,1360.70,1960.45,1109.64
2295,dag_5,run5/montage-0.dag,mProject_ID0000014,mProject,run5/mProject_ID0000014.sub,energy,slot4@delta,1360.70,1960.45,1109.64
2296,dag_5,run5/montage-0.dag,mProject_ID0001445,mProject,run5/mProject_ID0001445.sub,energy,slot5@delta,1360.70,1960.45,1109.64
2297,dag_5,run5/montage-0.dag,mProject_ID0000711,mProject,run5/mProject_ID0000711.sub,energy,slot6@delta,1360.70,1960.45,1109.64
2298,dag_5,run5/montage-0.dag,mProject_ID0001444,mProject,run5/mProject_ID0001444.sub,energy,slot7@delta,1360.70,1960.45,1109.64
2299,dag_5,run5/montage-0.dag,mProject_ID0000735,mProject,run5/mProject_ID0000735.sub,energy,slot8@delta,1360.70,1960.45,1109.64
2300,dag_5,run5/montage-0.dag,mProject_ID0001446,mProject,run5/mProject_ID0001446.sub,energy,slot1@echo,1360.70,1960.45,1109.64
2301,dag_5,run5/montage-0.dag,mProject_ID0001439,mProject,run5/mProject_ID0001439.sub,energy,slot2@echo,1360.70,1960.45,1109.64
2302,dag_5,run5/montage-0.dag,mProject_ID0001443,mProject,run5/mProject_ID0001443.sub,energy,slot3@echo,1360.70,1960.45,1109.64
2303,dag_5,run5/montage-0.dag,mProject_ID0001448,mProject,run5/mProject_ID0001448.sub,energy,slot4@echo,1360.70,1960.45,1109.64
2304,dag_5,run5/montage-0.dag,mProject_ID0000035,mProject,run5/mProject_ID0000035.sub,energy,slot5@echo,1360.70,1960.45,1109.64
2305,dag_5,run5/montage-0.dag,mProject_ID0000002,mProject,run5/mProject_ID0000002.sub,energy,slot6@echo,1360.70,1960.45,1109.64
2306,dag_5,run5/montage-0.dag,mProject_ID0000739,mProject,run5/mProject_ID0000739.sub,energy,slot7@echo,1360.70,1960.45,1109.64
2307,dag_5,run5/montage-0.dag,mProject_ID0000737,mProject,run5/mProject_ID0000737.sub,energy,slot8@echo,1360.70,1960.45,1109.64
2308,dag_5,run5/montage-0.dag,mProject_ID0001419,mProject,run5/mProject_ID0001419.sub,energy,slot1@foxtrot,1360.70,1960.45,1109.64
2309,dag_5,run5/montage-0.dag,mProject_ID0001431,mProject,run5/mProject_ID0001431.sub,energy,slot2@foxtrot,1360.70,1960.45,1109.64
2310,dag_5,run5/montage-0.dag,mProject_ID0000736,mProject,run5/mProject_ID0000736.sub,energy,slot3@foxtrot,1360.70,1960.45,1109.64
2311,dag_5,run5/montage-0.dag,mProject_ID0000033,mProject,run5/mProject_ID0000033.sub,energy,slot4@foxtrot,1360.70,1960.45,1109.64
2312,dag_5,run5/montage-0.dag,mProject_ID0001447,mProject,run5/mProject_ID0001447.sub,energy,slot5@foxtrot,1360.70,1960.45,1109.64
2313,dag_5,run5/montage-0.dag,mProject_ID0000721,mProject,run5/mProject_ID0000721.sub,energy,slot6@foxtrot,1360.70,1960.45,1109.64
2314,dag_5,run5/montage-0.dag,mProject_ID0000713,mProject,run5/mProject_ID0000713.sub,energy,slot7@foxtrot,1360.70,1960.45,1109.64
2315,dag_5,run5/montage-0.dag,mProject_ID0000028,mProject,run5/mProject_ID0000028.sub,energy,slot8@foxtrot,1360.70,1960.45,1109.64
2316,dag_5,run5/montage-0.dag,mProject_ID0001437,mProject,run5/mProject_ID0001437.sub,energy,slot1@golf,1360.70,1960.45,1109.64
2317,dag_5,run5/montage-0.dag,mProject_ID0001440,mProject,run5/mProject_ID0001440.sub,energy,slot2@golf,1360.70,1960.45,1109.64
2318,dag_5,run5/montage-0.dag,mProject_ID0000001,mProject,run5/mProject_ID0000001.sub,energy,slot3@golf,1360.70,1960.45,1109.64
2319,dag_5,run5/montage-0.dag,mProject_ID0000719,mProject,run5/mProject_ID0000719.sub,energy,slot4@golf,1360.70,1960.45,1109.64
2320,dag_5,run5/montage-0.dag,mProject_ID0000728,mProject,run5/mProject_ID0000728.sub,energy,slot5@golf,1360.70,1960.45,1109.64
2321,dag_5,run5/montage-0.dag,mProject_ID0000733,mProject,run5/mProject_ID0000733.sub,energy,slot6@golf,1360.70,1960.45,1109.64
2322,dag_5,run5/montage-0.dag,mProject_ID0000030,mProject,run5/mProject_ID0000030.sub,energy,slot7@golf,1360.70,1960.45,1109.64
2323,dag_5,run5/montage-0.dag,mProject_ID0001418,mProject,run5/mProject_ID0001418.sub,energy,slot8@golf,1360.70,1960.45,1109.64
2324,dag_5,run5/montage-0.dag,mProject_ID0001423,mProject,run5/mProject_ID0001423.sub,energy,slot1@hotel,1360.70,1960.45,1109.64
2325,dag_5,run5/montage-0.dag,mProject_ID0000025,mProject,run5/mProject_ID0000025.sub,energy,slot2@hotel,1360.70,1960.45,1109.64
2326,dag_5,run5/montage-0.dag,mProject_ID0000714,mProject,run5/mProject_ID0000714.sub,energy,slot3@hotel,1360.70,1960.45,1109.64
2327,dag_5,run5/montage-0.dag,mProject_ID0001435,mProject,run5/mProject_ID0001435.sub,energy,slot4@hotel,1360.70,1960.45,1109.64
2328,dag_5,run5/montage-0.dag,mProject_ID0001434,mProject,run5/mProject_ID0001434.sub,energy,slot5@hotel,1360.70,1960.45,1109.64
2329,dag_5,run5/montage-0.dag,mProject_ID0000732,mProject,run5/mProject_ID0000732.sub,energy,slot6@hotel,1360.70,1960.45,1109.64
2330,dag_5,run5/montage-0.dag,mProject_ID0000724,mProject,run5/mProject_ID0000724.sub,energy,slot7@hotel,1360.70,1960.45,1109.64
2331,dag_5,run5/montage-0.dag,mProject_ID0001421,mProject,run5/mProject_ID0001421.sub,energy,slot8@hotel,1360.70,1960.45,1109.64
2332,dag_5,run5/montage-0.dag,mProject_ID0000722,mProject,run5/mProject_ID0000722.sub,energy,slot1@kilo,1360.70,1960.45,1109.64
2333,dag_5,run5/montage-0.dag,mProject_ID0000012,mProject,run5/mProject_ID0000012.sub,energy,slot2@kilo,1360.70,1960.45,1109.64
2334,dag_5,run5/montage-0.dag,mProject_ID0000020,mProject,run5/mProject_ID0000020.sub,energy,slot3@kilo,1360.70,1960.45,1109.64
2335,dag_5,run5/montage-0.dag,mProject_ID0000738,mProject,run5/mProject_ID0000738.sub,energy,slot4@kilo,1360.70,1960.45,1109.64
2336,dag_5,run5/montage-0.dag,mProject_ID0000725,mProject,run5/mProject_ID0000725.sub,energy,slot5@kilo,1360.70,1960.45,1109.64
2337,dag_5,run5/montage-0.dag,mProject_ID0001438,mProject,run5/mProject_ID0001438.sub,energy,slot6@kilo,1360.70,1960.45,1109.64
2338,dag_5,run5/montage-0.dag,mProject_ID0000710,mProject,run5/mProject_ID0000710.sub,energy,slot7@kilo,1360.70,1960.45,1109.64
2339,dag_5,run5/montage-0.dag,mProject_ID0000008,mProject,run5/mProject_ID0000008.sub,energy,slot8@kilo,1360.70,1960.45,1109.64
2340,dag_5,run5/montage-0.dag,mProject_ID0001415,mProject,run5/mProject_ID0001415.sub,energy,slot1@lima,1360.70,1960.45,1109.64
2341,dag_5,run5/montage-0.dag,mProject_ID0000742,mProject,run5/mProject_ID0000742.sub,energy,slot2@lima,1360.70,1960.45,1109.64
2342,dag_5,run5/montage-0.dag,mProject_ID0001433,mProject,run5/mProject_ID0001433.sub,energy,slot3@lima,1360.70,1960.45,1109.64
2343,dag_5,run5/montage-0.dag,mProject_ID0000734,mProject,run5/mProject_ID0000734.sub,energy,slot4@lima,1360.70,1960.45,1109.64
2344,dag_5,run5/montage-0.dag,mProject_ID0001450,mProject,run5/mProject_ID0001450.sub,energy,slot5@lima,1360.70,1960.45,1109.64
2345,dag_5,run5/montage-0.dag,mProject_ID0000726,mProject,run5/mProject_ID0000726.sub,energy,slot6@lima,1360.70,1960.45,1109.64
2346,dag_5,run5/montage-0.dag,mProject_ID0000712,mProject,run5/mProject_ID0000712.sub,energy,slot7@lima,1360.70,1960.45,1109.64
2347,dag_5,run5/montage-0.dag,mProject_ID0000034,mProject,run5/mProject_ID0000034.sub,energy,slot8@lima,1360.70,1960.45,1109.64
2348,dag_5,run5/montage-0.dag,mProject_ID0000036,mProject,run5/mProject_ID0000036.sub,energy,slot1@mike,1360.70,1960.45,1109.64
2349,dag_5,run5/montage-0.dag,mProject_ID0001430,mProject,run5/mProject_ID0001430.sub,energy,slot2@mike,1360.70,1960.45,1109.64
2350,dag_5,run5/montage-0.dag,mProject_ID0000723,mProject,run5/mProject_ID0000723.sub,energy,slot3@mike,1360.70,1960.45,1109.64
2351,dag_5,run5/montage-0.dag,mProject_ID0000010,mProject,run5/mProject_ID0000010.sub,energy,slot4@mike,1360.70,1960.45,1109.64
2352,dag_5,run5/montage-0.dag,mProject_ID0000023,mProject,run5/mProject_ID0000023.sub,energy,slot5@mike,1360.70,1960.45,1109.64
2353,dag_5,run5/montage-0.dag,mProject_ID0000021,mProject,run5/mProject_ID0000021.sub,energy,slot6@mike,1360.70,1960.45,1109.64
2354,dag_5,run5/montage-0.dag,mProject_ID0000005,mProject,run5/mProject_ID0000005.sub,energy,slot7@mike,1360.70,1960.45,1109.64
2355,dag_5,run5/montage-0.dag,mProject_ID0001422,mProject,run5/mProject_ID0001422.sub,energy,slot8@mike,1360.70,1960.45,1109.64
2356,dag_5,run5/montage-0.dag,mProject_ID0000004,mProject,run5/mProject_ID0000004.sub,energy,slot1@november,1360.70,1960.45,1109.64
2357,dag_5,run5/montage-0.dag,mProject_ID0000026,mProject,run5/mProject_ID0000026.sub,energy,slot2@november,1360.70,1960.45,1109.64
2358,dag_5,run5/montage-0.dag,mProject_ID0000720,mProject,run5/mProject_ID0000720.sub,energy,slot3@november,1360.70,1960.45,1109.64
2359,dag_5,run5/montage-0.dag,mProject_ID0001420,mProject,run5/mProject_ID0001420.sub,energy,slot4@november,1360.70,1960.45,1109.64
2360,dag_5,run5/montage-0.dag,mProject_ID0000708,mProject,run5/mProject_ID0000708.sub,energy,slot5@november,1360.70,1960.45,1109.64
2361,dag_5,run5/montage-0.dag,mProject_ID0000024,mProject,run5/mProject_ID0000024.sub,energy,slot6@november,1360.70,1960.45,1109.64
2362,dag_5,run5/montage-0.dag,mProject_ID0000741,mProject,run5/mProject_ID0000741.sub,energy,slot7@november,1360.70,1960.45,1109.64
2363,dag_5,run5/montage-0.dag,mProject_ID0001436,mProject,run5/mProject_ID0001436.sub,energy,slot8@november,1360.70,1960.45,1109.64
2364,dag_5,run5/montage-0.dag,mProject_ID0000718,mProject,run5/mProject_ID0000718.sub,energy,slot1@oscar,1360.70,1960.45,1109.64
2365,dag_5,run5/montage-0.dag,mProject_ID0000715,mProject,run5/mProject_ID0000715.sub,energy,slot2@oscar,1360.70,1960.45,1109.64
2366,dag_5,run5/montage-0.dag,mProject_ID0001427,mProject,run5/mProject_ID0001427.sub,energy,slot3@oscar,1360.70,1960.45,1109.64
2367,dag_5,run5/montage-0.dag,mProject_ID0001432,mProject,run5/mProject_ID0001432.sub,energy,slot4@oscar,1360.70,1960.45,1109.64
2368,dag_5,run5/montage-0.dag,mProject_ID0001442,mProject,run5/mProject_ID0001442.sub,energy,slot5@oscar,1360.70,1960.45,1109.64
2369,dag_5,run5/montage-0.dag,mProject_ID0000029,mProject,run5/mProject_ID0000029.sub,energy,slot6@oscar,1360.70,1960.45,1109.64
2370,dag_5,run5/montage-0.dag,mProject_ID0000740,mProject,run5/mProject_ID0000740.sub,energy,slot7@oscar,1360.70,1960.45,1109.64
2371,dag_5,run5/montage-0.dag,mProject_ID0001429,mProject,run5/mProject_ID0001429.sub,energy,slot8@oscar,1360.70,1960.45,1109.64
2372,dag_5,run5/montage-0.dag,mProject_ID0000007,mProject,run5/mProject_ID0000007.sub,energy,slot1@papa,1360.70,1960.45,1109.64
2373,dag_5,run5/montage-0.dag,mProject_ID0001424,mProject,run5/mProject_ID0001424.sub,energy,slot2@papa,1360.70,1960.45,1109.64
2374,dag_5,run5/montage-0.dag,mProject_ID0000006,mProject,run5/mProject_ID0000006.sub,energy,slot3@papa,1360.70,1960.45,1109.64
2375,dag_5,run5/montage-0.dag,mProject_ID0000727,mProject,run5/mProject_ID0000727.sub,energy,slot4@papa,1360.70,1960.45,1109.64
2376,dag_5,run5/montage-0.dag,mProject_ID0000003,mProject,run5/mProject_ID0000003.sub,energy,slot5@papa,1849.72,2449.47,1109.64
2377,dag_5,run5/montage-0.dag,mProject_ID0000018,mProject,run5/mProject_ID0000018.sub,energy,slot6@papa,1849.72,2449.47,1109.64
2378,dag_5,run5/montage-0.dag,mProject_ID0001428,mProject,run5/mProject_ID0001428.sub,energy,slot7@papa,1849.72,2449.47,1109.64
2379,dag_5,run5/montage-0.dag,mProject_ID0000013,mProject,run5/mProject_ID0000013.sub,energy,slot8@papa,1849.72,2449.47,1109.64
2380,dag_5,run5/montage-0.dag,mProject_ID0000729,mProject,run5/mProject_ID0000729.sub,energy,slot1@quebec,1849.72,2449.47,1109.64
2381,dag_5,run5/montage-0.dag,mProject_ID0001417,mProject,run5/mProject_ID0001417.sub,energy,slot2@quebec,1849.72,2449.47,1109.64
2382,dag_5,run5/montage-0.dag,mProject_ID0001425,mProject,run5/mProject_ID0001425.sub,energy,slot3@quebec,1849.72,2449.47,1109.64
2383,dag_5,run5/montage-0.dag,mProject_ID0000015,mProject,run5/mProject_ID0000015.sub,energy,slot4@quebec,1849.72,2449.47,1109.64
2384,dag_5,run5/montage-0.dag,mProject_ID0000019,mProject,run5/mProject_ID0000019.sub,energy,slot5@quebec,1849.72,2449.47,1109.64
2385,dag_5,run5/montage-0.dag,mProject_ID0001416,mProject,run5/mProject_ID0001416.sub,energy,slot6@quebec,1849.72,2449.47,1109.64
2386,dag_5,run5/montage-0.dag,stage_in_remote_local_1_2,stage,run5/stage_in_remote_local_1_2.sub,energy,slot7@quebec,1849.72,1849.72,509.89
2387,dag_5,run5/montage-0.dag,stage_in_remote_local_1_0,stage,run5/stage_in_remote_local_1_0.sub,energy,slot7@quebec,1849.72,1849.72,509.89
2388,dag_5,run5/montage-0.dag,stage_in_remote_local_1_1,stage,run5/stage_in_remote_local_1_1.sub,energy,slot7@quebec,1849.72,1849.72,509.89
2389,dag_5,run5/montage-0.dag,mDiffFit_ID0000083,mDiffFit,run5/mDiffFit_ID0000083.sub,energy,slot6@alpha,1963.45,2009.68,463.89
2390,dag_5,run5/montage-0.dag,mDiffFit_ID0001843,mDiffFit,run5/mDiffFit_ID0001843.sub,energy,slot7@papa,2449.47,2495.70,463.89
2391,dag_5,run5/montage-0.dag,mDiffFit_ID0001529,mDiffFit,run5/mDiffFit_ID0001529.sub,energy,slot2@quebec,2449.47,2495.70,463.89
2392,dag_5,run5/montage-0.dag,mDiffFit_ID0000590,mDiffFit,run5/mDiffFit_ID0000590.sub,energy,slot7@alpha,1963.45,2009.68,463.89
2393,dag_5,run5/montage-0.dag,mDiffFit_ID0002039,mDiffFit,run5/mDiffFit_ID0002039.sub,energy,slot8@alpha,1963.45,2009.68,463.89
2394,dag_5,run5/montage-0.dag,mDiffFit_ID0000100,mDiffFit,run5/mDiffFit_ID0000100.sub,energy,slot6@echo,1960.45,2006.68,463.89
2395,dag_5,run5/montage-0.dag,mDiffFit_ID0000439,mDiffFit,run5/mDiffFit_ID0000439.sub,energy,slot1@alpha,2452.47,2498.70,463.89
2396,dag_5,run5/montage-0.dag,mDiffFit_ID0000937,mDiffFit,run5/mDiffFit_ID0000937.sub,energy,slot1@bravo,1963.45,2009.68,463.89
2397,dag_5,run5/montage-0.dag,mDiffFit_ID0000632,mDiffFit,run5/mDiffFit_ID0000632.sub,energy,slot2@bravo,1963.45,2009.68,463.89
2398,dag_5,run5/montage-0.dag,mDiffFit_ID0001597,mDiffFit,run5/mDiffFit_ID0001597.sub,energy,slot3@bravo,1963.45,2009.68,463.89
2399,dag_5,run5/montage-0.dag,mDiffFit_ID0001758,mDiffFit,run5/mDiffFit_ID0001758.sub,energy,slot2@alpha,2452.47,2498.70,463.89
2400,dag_5,run5/montage-0.dag,mDiffFit_ID0001140,mDiffFit,run5/mDiffFit_ID0001140.sub,energy,slot4@bravo,1963.45,2009.68,463.89
2401,dag_5,run5/montage-0.dag,mDiffFit_ID0000159,mDiffFit,run5/mDiffFit_ID0000159.sub,energy,slot5@bravo,1963.45,2009.68,463.89
2402,dag_5,run5/montage-0.dag,mDiffFit_ID0000304,mDiffFit,run5/mDiffFit_ID0000304.sub,energy,slot2@hotel,1960.45,2006.68,463.89
2403,dag_5,run5/montage-0.dag,mDiffFit_ID0000543,mDiffFit,run5/mDiffFit_ID0000543.sub,energy,slot6@bravo,1963.45,2009.68,463.89
2404,dag_5,run5/montage-0.dag,mDiffFit_ID0000137,mDiffFit,run5/mDiffFit_ID0000137.sub,energy,slot5@papa,2449.47,2495.70,463.89
2405,dag_5,run5/montage-0.dag,mDiffFit_ID0000356,mDiffFit,run5/mDiffFit_ID0000356.sub,energy,slot2@november,1960.45,2006.68,463.89
2406,dag_5,run5/montage-0.dag,mDiffFit_ID0001601,mDiffFit,run5/mDiffFit_ID0001601.sub,energy,slot7@bravo,1963.45,2009.68,463.89
2407,dag_5,run5/montage-0.dag,mDiffFit_ID0001091,mDiffFit,run5/mDiffFit_ID0001091.sub,energy,slot8@bravo,1963.45,2009.68,463.89
2408,dag_5,run5/montage-0.dag,mDiffFit_ID0002046,mDiffFit,run5/mDiffFit_ID0002046.sub,energy,slot1@charlie,1963.45,2009.68,463.89
2409,dag_5,run5/montage-0.dag,mDiffFit_ID0000318,mDiffFit,run5/mDiffFit_ID0000318.sub,energy,slot8@papa,2449.47,2495.70,463.89
2410,dag_5,run5/montage-0.dag,mDiffFit_ID0000200,mDiffFit,run5/mDiffFit_ID0000200.sub,energy,slot2@charlie,1963.45,2009.68,463.89
2411,dag_5,run5/montage-0.dag,mDiffFit_ID0000377,mDiffFit,run5/mDiffFit_ID0000377.sub,energy,slot3@charlie,1963.45,2009.68,463.89
2412,dag_5,run5/montage-0.dag,mDiffFit_ID0002047,mDiffFit,run5/mDiffFit_ID0002047.sub,energy,slot4@charlie,1963.45,2009.68,463.89
2413,dag_5,run5/montage-0.dag,mDiffFit_ID0001674,mDiffFit,run5/mDiffFit_ID0001674.sub,energy,slot5@charlie,1963.45,2009.68,463.89
2414,dag_5,run5/montage-0.dag,mDiffFit_ID0000638,mDiffFit,run5/mDiffFit_ID0000638.sub,energy,slot6@charlie,1963.45,2009.68,463.89
2415,dag_5,run5/montage-0.dag,mDiffFit_ID0001650,mDiffFit,run5/mDiffFit_ID0001650.sub,energy,slot7@charlie,1963.45,2009.68,463.89
2416,dag_5,run5/montage-0.dag,mDiffFit_ID0001921,mDiffFit,run5/mDiffFit_ID0001921.sub,energy,slot8@charlie,1963.45,2009.68,463.89
2417,dag_5,run5/montage-0.dag,mDiffFit_ID0000043,mDiffFit,run5/mDiffFit_ID0000043.sub,energy,slot1@delta,1963.45,2009.68,463.89
2418,dag_5,run5/montage-0.dag,mDiffFit_ID0000266,mDiffFit,run5/mDiffFit_ID0000266.sub,energy,slot2@delta,1963.45,2009.68,463.89
2419,dag_5,run5/montage-0.dag,mDiffFit_ID0000488,mDiffFit,run5/mDiffFit_ID0000488.sub,energy,slot6@oscar,1960.45,2006.68,463.89
2420,dag_5,run5/montage-0.dag,mDiffFit_ID0000296,mDiffFit,run5/mDiffFit_ID0000296.sub,energy,slot7@quebec,1852.72,1898.95,463.89
2421,dag_5,run5/montage-0.dag,mDiffFit_ID0001749,mDiffFit,run5/mDiffFit_ID0001749.sub,energy,slot3@delta,1963.45,2009.68,463.89
2422,dag_5,run5/montage-0.dag,mDiffFit_ID0000151,mDiffFit,run5/mDiffFit_ID0000151.sub,energy,slot1@november,1960.45,2006.68,463.89
2423,dag_5,run5/montage-0.dag,mDiffFit_ID0000900,mDiffFit,run5/mDiffFit_ID0000900.sub,energy,slot4@delta,1963.45,2009.68,463.89
2424,dag_5,run5/montage-0.dag,mDiffFit_ID0001241,mDiffFit,run5/mDiffFit_ID0001241.sub,energy,slot4@papa,1960.45,2006.68,463.89
2425,dag_5,run5/montage-0.dag,mDiffFit_ID0001926,mDiffFit,run5/mDiffFit_ID0001926.sub,energy,slot4@oscar,1960.45,2006.68,463.89
2426,dag_5,run5/montage-0.dag,mDiffFit_ID0000904,mDiffFit,run5/mDiffFit_ID0000904.sub,energy,slot5@delta,1963.45,2009.68,463.89
2427,dag_5,run5/montage-0.dag,mDiffFit_ID0000446,mDiffFit,run5/mDiffFit_ID0000446.sub,energy,slot4@quebec,2449.47,2495.70,463.89
2428,dag_5,run5/montage-0.dag,mDiffFit_ID0000649,mDiffFit,run5/mDiffFit_ID0000649.sub,energy,slot6@delta,1963.45,2009.68,463.89
2429,dag_5,run5/montage-0.dag,mDiffFit_ID0000485,mDiffFit,run5/mDiffFit_ID0000485.sub,energy,slot7@delta,1963.45,2009.68,463.89
2430,dag_5,run5/montage-0.dag,mDiffFit_ID0001102,mDiffFit,run5/mDiffFit_ID0001102.sub,energy,slot8@delta,1963.45,2009.68,463.89
2431,dag_5,run5/montage-0.dag,mDiffFit_ID0001738,mDiffFit,run5/mDiffFit_ID0001738.sub,energy,slot1@echo,1963.45,2009.68,463.89
2432,dag_5,run5/montage-0.dag,mDiffFit_ID0000538,mDiffFit,run5/mDiffFit_ID0000538.sub,energy,slot2@echo,1963.45,2009.68,463.89
2433,dag_5,run5/montage-0.dag,mDiffFit_ID0001624,mDiffFit,run5/mDiffFit_ID0001624.sub,energy,slot3@echo,1963.45,2009.68,463.89
2434,dag_5,run5/montage-0.dag,mDiffFit_ID0001587,mDiffFit,run5/mDiffFit_ID0001587.sub,energy,slot4@echo,1963.45,2009.68,463.89
2435,dag_5,run5/montage-0.dag,mDiffFit_ID0000951,mDiffFit,run5/mDiffFit_ID0000951.sub,energy,slot5@echo,1963.45,2009.68,463.89
2436,dag_5,run5/montage-0.dag,mDiffFit_ID0001274,mDiffFit,run5/mDiffFit_ID0001274.sub,energy,slot1@quebec,2449.47,2495.70,463.89
2437,dag_5,run5/montage-0.dag,mDiffFit_ID0001933,mDiffFit,run5/mDiffFit_ID0001933.sub,energy,slot7@echo,1963.45,2009.68,463.89
2438,dag_5,run5/montage-0.dag,mDiffFit_ID0002079,mDiffFit,run5/mDiffFit_ID0002079.sub,energy,slot8@echo,1963.45,2009.68,463.89
2439,dag_5,run5/montage-0.dag,mDiffFit_ID0000292,mDiffFit,run5/mDiffFit_ID0000292.sub,energy,slot3@alpha,2452.47,2498.70,463.89
